query_id,method,query_index,query_text,query_intent,top_k,latency_ms,top1_score,hit_at_k,precision_at_k,rr,ndcg_at_k
dense_q_21121,dense,21121,I am experiencing an problem registering,registration_problems,5,15.0613,0.9101916551589966,1.0,1.0,1.0,1.0
dense_q_23288,dense,23288,where to set up my new shipping address?,set_up_shipping_address,5,28.542,0.9392319917678833,1.0,1.0,1.0,1.0
dense_q_20221,dense,20221,want help restoring the pin code of my user,recover_password,5,20.3319,0.9731844663619995,1.0,1.0,1.0,1.0
dense_q_22741,dense,22741,I am trying to leave feedback for a service,review,5,16.576,0.9881733655929565,1.0,1.0,1.0,1.0
dense_q_2867,dense,2867,need assistance with a address update,change_shipping_address,5,16.1988,0.9747657179832458,1.0,1.0,1.0,1.0
dense_q_15215,dense,15215,I'm trying to get my damn bills from {{Person Name}},get_invoice,5,16.2984,0.9439315795898438,1.0,1.0,1.0,1.0
dense_q_1971,dense,1971,remove a damn product from order {{Order Number}},change_order,5,35.6356,0.9630948901176453,1.0,1.0,1.0,1.0
dense_q_840,dense,840,help with cancelling purchase {{Order Number}},cancel_order,5,24.0193,1.0,1.0,1.0,1.0,1.0
dense_q_26377,dense,26377,showing refund status,track_refund,5,22.9241,0.9816852807998657,1.0,1.0,1.0,1.0
dense_q_7784,dense,7784,"I am unhappy with your work, how do I lodge a reclamation?",complaint,5,35.3864,0.867426335811615,1.0,1.0,1.0,1.0
dense_q_14304,dense,14304,editing details on {{Account Type}} account,edit_account,5,15.0509,1.0,1.0,1.0,1.0,1.0
dense_q_2907,dense,2907,I want support modifying the shipping address,change_shipping_address,5,34.6819,0.9915574193000793,1.0,1.0,1.0,1.0
dense_q_364,dense,364,I can no longer afford purchase {{Order Number}},cancel_order,5,17.0741,0.9999999403953552,1.0,1.0,1.0,1.0
dense_q_19540,dense,19540,i dont know how to earn a product,place_order,5,18.4226,0.986068069934845,1.0,1.0,1.0,1.0
dense_q_13179,dense,13179,i want assistance to see how soon can i expect the item,delivery_period,5,20.4275,0.9738777279853821,1.0,1.0,1.0,1.0
dense_q_17187,dense,17187,how can i cancel my subscription to ur corporate newsletter,newsletter_subscription,5,17.7635,0.9970747232437134,1.0,1.0,1.0,1.0
dense_q_3642,dense,3642,where doi see the withdrawal penalties,check_cancellation_fee,5,29.36,0.848251223564148,1.0,1.0,1.0,1.0
dense_q_10613,dense,10613,open freemium account,create_account,5,15.6756,0.9801850318908691,1.0,0.6,1.0,0.9469024295259745
dense_q_5368,dense,5368,I want assistance checking the available payment options,check_payment_methods,5,29.786,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_3127,dense,3127,i try to check the cancellation fee,check_cancellation_fee,5,15.6998,0.9292658567428589,1.0,1.0,1.0,1.0
dense_q_25505,dense,25505,"I want to see the status of order {{Order Number}}, I need help",track_order,5,25.9585,0.9874961376190186,1.0,1.0,1.0,1.0
dense_q_12115,dense,12115,can ya help me to see what shipment options i can choose,delivery_options,5,27.8418,0.9632706046104431,1.0,1.0,1.0,1.0
dense_q_11815,dense,11815,i no lomger need my damn gold account can uhelp me delete it,delete_account,5,15.4109,0.8446127772331238,1.0,1.0,1.0,1.0
dense_q_6458,dense,6458,i have to check in which cases can i ask for a reimbursement,check_refund_policy,5,28.4293,0.9932148456573486,1.0,1.0,1.0,1.0
dense_q_23578,dense,23578,troubles setting up a goddamn delivery address,set_up_shipping_address,5,18.9465,0.9259247779846191,1.0,1.0,1.0,1.0
dense_q_2607,dense,2607,i have an issue trying to update my shipping address,change_shipping_address,5,31.711,0.9929463863372803,1.0,1.0,1.0,1.0
dense_q_19311,dense,19311,need help to earn an item,place_order,5,20.4714,0.960605263710022,1.0,1.0,1.0,1.0
dense_q_8601,dense,8601,could you help me to speak to customer support?,contact_customer_service,5,16.3402,0.9945955872535706,1.0,1.0,1.0,1.0
dense_q_4254,dense,4254,i have lost my bill from {{Person Name}} find it for me,check_invoice,5,16.9452,0.9075620174407959,1.0,1.0,1.0,1.0
dense_q_5436,dense,5436,I would like to list the payment modalities,check_payment_methods,5,23.6226,0.9711803793907166,1.0,1.0,1.0,1.0
dense_q_15160,dense,15160,i dont know  what i have to do to download the bill #37777,get_invoice,5,25.0287,0.9920578002929688,1.0,1.0,1.0,1.0
dense_q_7889,dense,7889,can uhelp me to make a complaint againsy ur business,complaint,5,35.4715,0.8910608887672424,1.0,1.0,1.0,1.0
dense_q_23265,dense,23265,is it possible to set up the secondary shipping address,set_up_shipping_address,5,17.4409,0.9325844049453735,1.0,1.0,1.0,1.0
dense_q_11672,dense,11672,i have problems with the deletion of my premium account,delete_account,5,21.1467,0.9762786626815796,1.0,1.0,1.0,1.0
dense_q_264,dense,264,help me cancel purchase {{Order Number}},cancel_order,5,14.3553,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_247,dense,247,I cannot afford order {{Order Number}},cancel_order,5,13.6845,1.0,1.0,1.0,1.0,1.0
dense_q_22537,dense,22537,is there a seection to send my feedback for ur services,review,5,14.7597,0.9543349146842957,1.0,1.0,1.0,1.0
dense_q_20037,dense,20037,can you help me resetting the pwd of my user?,recover_password,5,16.4363,0.9785206913948059,1.0,1.0,1.0,1.0
dense_q_23631,dense,23631,there is an issue submitting a deilvery address,set_up_shipping_address,5,27.3238,0.8058108687400818,1.0,0.6,0.5,0.6797310500037655
dense_q_18450,dense,18450,"I have to inform of damn payment errors, how can I do it?",payment_issue,5,24.2768,0.9400516152381897,1.0,1.0,1.0,1.0
dense_q_25984,dense,25984,help to see if there is anything wrong with the refund,track_refund,5,17.3703,0.9770040512084961,1.0,1.0,1.0,1.0
dense_q_23312,dense,23312,i have problems setting the new delivery address up,set_up_shipping_address,5,24.6046,0.9919618368148804,1.0,1.0,1.0,1.0
dense_q_3253,dense,3253,I am trying to check the withdrawal charge,check_cancellation_fee,5,26.8172,0.9847685694694519,1.0,1.0,1.0,1.0
dense_q_10358,dense,10358,what do i have to do to createa premium account,create_account,5,17.1606,0.9493171572685242,1.0,1.0,1.0,1.0
dense_q_23957,dense,23957,use freemium account,switch_account,5,23.4797,0.9907473921775818,1.0,0.6,1.0,0.9674679834891693
dense_q_20659,dense,20659,help to retrieve my user PIN,recover_password,5,25.9336,0.9937033653259277,1.0,1.0,1.0,1.0
dense_q_6586,dense,6586,I need help checking how long rdimbursements take,check_refund_policy,5,30.1891,0.6842215061187744,1.0,0.8,0.5,0.7606395682357036
dense_q_24435,dense,24435,where can i switch to  the {{Account Category}} account,switch_account,5,32.344,0.9959684014320374,1.0,1.0,1.0,1.0
dense_q_18125,dense,18125,can ya help me informing  of problems with online payment,payment_issue,5,25.6271,0.9734946489334106,1.0,1.0,1.0,1.0
dense_q_17667,dense,17667,help unsubscribing from your newsletter,newsletter_subscription,5,19.6571,0.9800289273262024,1.0,1.0,1.0,1.0
dense_q_24637,dense,24637,change to the {{Account Type}} account,switch_account,5,18.0883,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_893,dense,893,i do not know how to cancel purchase {{Order Number}},cancel_order,5,24.289,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_10680,dense,10680,new {{Account Category}} account for wife,create_account,5,14.7626,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_9572,dense,9572,"I don't understand you, help talking to a goddamn person",contact_human_agent,5,16.258,0.8688873648643494,1.0,1.0,1.0,1.0
dense_q_10806,dense,10806,opening new standard account,create_account,5,17.601,0.9362578392028809,1.0,1.0,1.0,1.0
dense_q_21719,dense,21719,"I need to report a fucking registration error, help me",registration_problems,5,26.2181,0.9585123062133789,1.0,1.0,1.0,1.0
dense_q_493,dense,493,how can I cancel order {{Order Number}}?,cancel_order,5,18.7841,0.9957370758056641,1.0,1.0,1.0,1.0
dense_q_26392,dense,26392,I'm waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,5,110.3699,1.0,1.0,1.0,1.0,1.0
dense_q_20325,dense,20325,i have to reset the pin code of my profile,recover_password,5,25.7262,0.9742647409439087,1.0,1.0,1.0,1.0
dense_q_12547,dense,12547,is it possibleto place an order from {{Delivery City}},delivery_options,5,16.5893,1.0,1.0,1.0,1.0,1.0
dense_q_12302,dense,12302,what are the available shipment options?,delivery_options,5,25.6627,0.9653189778327942,1.0,1.0,1.0,1.0
dense_q_14349,dense,14349,edit details on freemium account,edit_account,5,27.9264,0.9807950258255005,1.0,1.0,1.0,1.0
dense_q_23170,dense,23170,is it possible to enter another shipping address,set_up_shipping_address,5,28.0162,0.8826849460601807,1.0,1.0,1.0,1.0
dense_q_17730,dense,17730,"I have to receive your newsletter, can you help me?",newsletter_subscription,5,31.5498,0.9902545213699341,1.0,1.0,1.0,1.0
dense_q_24019,dense,24019,help using the {{Account Category}} account,switch_account,5,30.9153,0.9999999403953552,1.0,1.0,1.0,1.0
dense_q_10683,dense,10683,I need an {{Account Type}} account,create_account,5,22.4859,0.999657928943634,1.0,1.0,1.0,1.0
dense_q_19643,dense,19643,is it possible to acquire an article?,place_order,5,21.2792,0.8961505889892578,1.0,1.0,1.0,1.0
dense_q_7331,dense,7331,help to make a consumer claim against your company,complaint,5,28.1924,0.9874753355979919,1.0,1.0,1.0,1.0
dense_q_15216,dense,15216,i try to get my invoices from {{Person Name}},get_invoice,5,30.5515,0.9750836491584778,1.0,1.0,1.0,1.0
dense_q_16712,dense,16712,how do I get a rebate?,get_refund,5,15.6312,0.9364045858383179,1.0,1.0,1.0,1.0
dense_q_2460,dense,2460,i have an issue editing my address,change_shipping_address,5,15.0371,0.9882336854934692,1.0,1.0,1.0,1.0
dense_q_8736,dense,8736,i have gog to speak to customer support,contact_customer_service,5,16.2911,0.7721885442733765,1.0,1.0,1.0,1.0
dense_q_9696,dense,9696,could ya help me to speak wqith somebody,contact_human_agent,5,20.8163,0.7474320530891418,1.0,1.0,1.0,1.0
dense_q_4103,dense,4103,i want assistance taking a quick look at the invoice #00108,check_invoice,5,41.3632,0.9933732748031616,1.0,1.0,1.0,1.0
dense_q_11979,dense,11979,do you deliver to {{Delivery Country}}?,delivery_options,5,25.5826,1.000000238418579,1.0,1.0,1.0,1.0
dense_q_6448,dense,6448,I try to check how long reimbursements usually take,check_refund_policy,5,17.0733,0.9713118672370911,1.0,1.0,1.0,1.0
dense_q_9101,dense,9101,what do I have to do to chat with an operator?,contact_human_agent,5,17.4325,0.9866546392440796,1.0,1.0,1.0,1.0
dense_q_9064,dense,9064,can you help me contact somebody?,contact_human_agent,5,28.0721,0.9857993125915527,1.0,1.0,1.0,1.0
dense_q_8322,dense,8322,I want help seeing what hours I can reach customer service,contact_customer_service,5,17.8361,0.9868178367614746,1.0,1.0,1.0,1.0
dense_q_2393,dense,2393,I try to edit the address,change_shipping_address,5,39.058,0.9533300995826721,1.0,1.0,1.0,1.0
dense_q_6341,dense,6341,I would like to see in which cases can I ask for refunds,check_refund_policy,5,28.9731,0.9933416843414307,1.0,1.0,1.0,1.0
dense_q_11290,dense,11290,i have to delete the fucking freemium account i need help,delete_account,5,33.4093,0.9255481958389282,1.0,1.0,1.0,1.0
dense_q_7148,dense,7148,help filing a customer reclamation against ur company,complaint,5,31.4545,0.9451209306716919,1.0,1.0,1.0,1.0
dense_q_9298,dense,9298,i try to speak with someone,contact_human_agent,5,21.4459,1.0,1.0,1.0,1.0,1.0
dense_q_2332,dense,2332,how can i find information about correcting the address,change_shipping_address,5,27.9243,0.9638153314590454,1.0,1.0,1.0,1.0
dense_q_11540,dense,11540,I want assistance to delete a bloody gold account,delete_account,5,18.0782,0.9431030750274658,1.0,1.0,1.0,1.0
dense_q_8041,dense,8041,how can i talk wiht customer service,contact_customer_service,5,18.6323,0.8856185078620911,1.0,1.0,1.0,1.0
dense_q_13470,dense,13470,I call to see when my parcel is going to arrive,delivery_period,5,14.4394,0.9116684794425964,1.0,1.0,1.0,1.0
dense_q_8172,dense,8172,I need to talk with customer service,contact_customer_service,5,15.6253,0.9418522119522095,1.0,1.0,1.0,1.0
dense_q_353,dense,353,I need help canceling purchase {{Order Number}},cancel_order,5,28.3025,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_16518,dense,16518,i want assistance to get rebates of my money,get_refund,5,27.8133,0.9886006116867065,1.0,1.0,1.0,1.0
dense_q_17733,dense,17733,where to cancel the newsletter subscription ?,newsletter_subscription,5,23.8071,0.9860848188400269,1.0,1.0,1.0,1.0
dense_q_9490,dense,9490,I want assistance to contact an operator,contact_human_agent,5,17.1991,0.9750784039497375,1.0,1.0,1.0,1.0
dense_q_20138,dense,20138,wany help to reset the access key of my account,recover_password,5,16.5629,0.9570356011390686,1.0,1.0,1.0,1.0
dense_q_20341,dense,20341,where do I restore the password of my account?,recover_password,5,17.7374,0.9602751731872559,1.0,1.0,1.0,1.0
dense_q_14096,dense,14096,updating data on standard account,edit_account,5,31.3247,0.9894301295280457,1.0,1.0,1.0,1.0
dense_q_15047,dense,15047,i need assistance to get my invoices  from {{Person Name}},get_invoice,5,27.5921,0.9944034814834595,1.0,1.0,1.0,1.0
dense_q_13638,dense,13638,I try to see when will my product arrive,delivery_period,5,26.5732,0.9717438220977783,1.0,1.0,1.0,1.0
dense_q_22835,dense,22835,i call to submit feedback about ur services,review,5,32.0113,0.9838876724243164,1.0,1.0,1.0,1.0
dense_q_19919,dense,19919,I cannot reset my user profile PIN,recover_password,5,17.8084,0.9611834287643433,1.0,1.0,1.0,1.0
dense_q_26530,dense,26530,I try to see if there are any news on my reimbursement,track_refund,5,33.848,0.9597205519676208,1.0,1.0,1.0,1.0
dense_q_24180,dense,24180,I need help changing to the platinum account,switch_account,5,20.4509,0.9862403869628906,1.0,1.0,1.0,1.0
dense_q_3210,dense,3210,I have to check the cancellation charge,check_cancellation_fee,5,16.9955,0.9340639114379883,1.0,1.0,1.0,1.0
dense_q_18900,dense,18900,i do not know what i need to do to buy several items,place_order,5,30.6649,0.9872034192085266,1.0,1.0,1.0,1.0
dense_q_9681,dense,9681,can you help me speaking with somebody?,contact_human_agent,5,18.099,0.9906057119369507,1.0,1.0,1.0,1.0
dense_q_25086,dense,25086,seeing order {{Order Number}} current status,track_order,5,28.5801,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_21158,dense,21158,I want to inform of an error with a damn signup,registration_problems,5,35.7057,0.9520362615585327,1.0,1.0,1.0,1.0
dense_q_16239,dense,16239,where can I demand a refund?,get_refund,5,18.352,0.8982511758804321,1.0,1.0,1.0,1.0
dense_q_8514,dense,8514,I do not know what to do to speak with customer service,contact_customer_service,5,13.9964,0.991066575050354,1.0,1.0,1.0,1.0
dense_q_1350,dense,1350,i have to delete som items from purchase {{Order Number}},change_order,5,13.3441,0.925133228302002,1.0,1.0,1.0,1.0
dense_q_10102,dense,10102,I need information about opening premium accounts,create_account,5,22.2305,0.9311723709106445,1.0,1.0,1.0,1.0
dense_q_21883,dense,21883,where to notify of an error with signup?,registration_problems,5,23.82,0.9906234741210938,1.0,1.0,1.0,1.0
dense_q_21922,dense,21922,i want assistance to leave feedback aboutur products,review,5,26.0292,0.9545235633850098,1.0,1.0,1.0,1.0
dense_q_5593,dense,5593,help to see ur accepted payment emthods,check_payment_methods,5,16.369,0.9007018804550171,1.0,1.0,1.0,1.0
dense_q_21441,dense,21441,where to reoprt errors with signup?,registration_problems,5,17.8077,0.9401584267616272,1.0,1.0,1.0,1.0
dense_q_3662,dense,3662,see early exit penalty,check_cancellation_fee,5,37.6012,0.9710662364959717,1.0,1.0,1.0,1.0
dense_q_1325,dense,1325,how do ii modify order {{Order Number}},change_order,5,16.901,0.8798012733459473,1.0,1.0,1.0,1.0
dense_q_17385,dense,17385,I want to subscribe to the newsletter,newsletter_subscription,5,24.4385,0.9649125337600708,1.0,1.0,1.0,1.0
dense_q_6997,dense,6997,I don't know what to do to file a claim against your company,complaint,5,24.5616,0.9091694951057434,1.0,1.0,1.0,1.0
dense_q_16508,dense,16508,can you help me to ask for a reimbursement of my money?,get_refund,5,25.3746,0.9423378705978394,1.0,1.0,1.0,1.0
dense_q_15925,dense,15925,when can I expect a refund,get_refund,5,15.4343,0.8561575412750244,1.0,1.0,1.0,1.0
dense_q_20088,dense,20088,csn ya help me reset the password of my account,recover_password,5,15.364,0.7839681506156921,1.0,1.0,1.0,1.0
dense_q_2386,dense,2386,"I have entered a wrong goddamn address, how could I edit it?",change_shipping_address,5,22.6492,0.9428175687789917,1.0,1.0,1.0,1.0
dense_q_13714,dense,13714,where could I see when will my purchase arrive?,delivery_period,5,24.0953,0.9310577511787415,1.0,1.0,1.0,1.0
dense_q_26089,dense,26089,I am trying to check my compensation current status,track_refund,5,26.062,0.9484643340110779,1.0,1.0,1.0,1.0
dense_q_12993,dense,12993,what do I need to do to see how soon can I expect my item?,delivery_period,5,21.6057,0.9728047251701355,1.0,1.0,1.0,1.0
dense_q_1696,dense,1696,i want help adding an item to purchase {{Order Number}},change_order,5,14.9588,0.9948329925537109,1.0,1.0,1.0,1.0
dense_q_17760,dense,17760,receive company newsletter,newsletter_subscription,5,38.4427,0.9235731363296509,1.0,1.0,1.0,1.0
dense_q_1175,dense,1175,help me to change several products of purchase {{Order Number}},change_order,5,15.6872,0.9408330917358398,1.0,1.0,1.0,1.0
dense_q_10780,dense,10780,tell me more about opening gold accounts,create_account,5,23.9673,0.9289337396621704,1.0,1.0,1.0,1.0
dense_q_6217,dense,6217,inwhat situations can I ask to be reimbursed?,check_refund_policy,5,16.8479,0.9751697182655334,1.0,1.0,1.0,1.0
dense_q_17758,dense,17758,want help to receive ur company newsletter,newsletter_subscription,5,14.9216,0.9935506582260132,1.0,1.0,1.0,1.0
dense_q_23686,dense,23686,assistance to enter my shipping address,set_up_shipping_address,5,24.0306,0.9530436992645264,1.0,1.0,1.0,1.0
dense_q_23479,dense,23479,I do not know how I can set up my shipping address,set_up_shipping_address,5,27.3363,0.9797676205635071,1.0,1.0,1.0,1.0
dense_q_16827,dense,16827,what do I have to do to demand reimbursements of my money?,get_refund,5,17.6406,0.9894048571586609,1.0,1.0,1.0,1.0
dense_q_3387,dense,3387,"I want to check the early exit fee, could you help me?",check_cancellation_fee,5,14.6878,0.972313642501831,1.0,1.0,1.0,1.0
dense_q_7509,dense,7509,I don't know what to do to file a consumer claim,complaint,5,27.7715,0.9522645473480225,1.0,1.0,1.0,1.0
dense_q_12081,dense,12081,I am calling to see what delivery methods you offer,delivery_options,5,15.9975,0.9423661231994629,1.0,1.0,1.0,1.0
dense_q_18915,dense,18915,where to pucrhase some items,place_order,5,30.3208,0.7051877379417419,1.0,1.0,1.0,1.0
dense_q_17172,dense,17172,where to sign up to the newsleter,newsletter_subscription,5,25.0305,0.8459286689758301,1.0,1.0,1.0,1.0
dense_q_12981,dense,12981,how can I see how son can I expect my package?,delivery_period,5,19.4964,0.7968438863754272,1.0,1.0,1.0,1.0
dense_q_6325,dense,6325,can i check under which circumstances can i request a refund,check_refund_policy,5,17.849,0.9841602444648743,1.0,1.0,1.0,1.0
dense_q_19132,dense,19132,how to shop a product?,place_order,5,14.3837,0.9467266798019409,1.0,1.0,1.0,1.0
dense_q_19481,dense,19481,I need help shopping several of your item,place_order,5,15.4173,0.9621613025665283,1.0,1.0,1.0,1.0
dense_q_23090,dense,23090,need assistance submitting a shipping address,set_up_shipping_address,5,16.8369,0.9721720218658447,1.0,1.0,1.0,1.0
dense_q_5975,dense,5975,show me in which situations can I ask to be reimbursed,check_refund_policy,5,25.1016,0.9742386341094971,1.0,1.0,1.0,1.0
dense_q_25283,dense,25283,where do I check my last purchase estimated time of arrival?,track_order,5,17.9719,0.7950540781021118,0.0,0.0,0.0,0.0
dense_q_17297,dense,17297,what do I have to do to receive your company newsletter?,newsletter_subscription,5,18.1068,0.9526076912879944,1.0,1.0,1.0,1.0
dense_q_3153,dense,3153,where to see the early termination fees?,check_cancellation_fee,5,17.443,0.9891358017921448,1.0,1.0,1.0,1.0
dense_q_18327,dense,18327,can ya help me to notify of an error with online payment,payment_issue,5,17.7323,0.9689255356788635,1.0,1.0,1.0,1.0
dense_q_10493,dense,10493,create new premium account for daughter,create_account,5,17.6012,0.9947424530982971,1.0,1.0,1.0,1.0
dense_q_17369,dense,17369,i dont know how to sign up to the newsletter,newsletter_subscription,5,35.2143,0.9936941862106323,1.0,1.0,1.0,1.0
dense_q_23621,dense,23621,"I have to enter the shipping address, how do I do it?",set_up_shipping_address,5,18.3019,0.956238865852356,1.0,1.0,1.0,1.0
dense_q_4702,dense,4702,I need assistance giving a quick look at bill #37777,check_invoice,5,15.0788,0.9870516061782837,1.0,1.0,1.0,1.0
dense_q_8530,dense,8530,i dont know what to do to talk to customer support,contact_customer_service,5,21.1835,0.9927026629447937,1.0,1.0,1.0,1.0
dense_q_17296,dense,17296,cancel the subscription to your corporate newsletter,newsletter_subscription,5,26.0274,0.9919227957725525,1.0,1.0,1.0,1.0
dense_q_85,dense,85,what do I have to do to cancel order {{Order Number}}?,cancel_order,5,29.226,1.000000238418579,1.0,1.0,1.0,1.0
dense_q_11805,dense,11805,"I do not use the damn gold account, I am trying to close it",delete_account,5,34.0524,0.9168422222137451,1.0,1.0,1.0,1.0
dense_q_802,dense,802,need help to cancel purchase {{Order Number}},cancel_order,5,14.9495,1.0,1.0,1.0,1.0,1.0
dense_q_25477,dense,25477,need help seeing the eta of the purchase {{Order Number}},track_order,5,16.3723,0.9973773956298828,1.0,1.0,1.0,1.0
dense_q_12220,dense,12220,deliverids to {{Delivery Country}},delivery_options,5,16.3613,0.9999999403953552,1.0,1.0,1.0,1.0
dense_q_8628,dense,8628,help me to see at what time I can contact customer support,contact_customer_service,5,27.761,0.9907035231590271,1.0,1.0,1.0,1.0
dense_q_19791,dense,19791,how do i purchase an item,place_order,5,23.9248,0.9860491752624512,1.0,1.0,1.0,1.0
dense_q_16874,dense,16874,i try to receive compensations of money,get_refund,5,24.6596,0.8972386717796326,1.0,1.0,1.0,1.0
dense_q_2107,dense,2107,tgell me more about a shipping address update,change_shipping_address,5,23.3673,0.9408928751945496,1.0,1.0,1.0,1.0
dense_q_9004,dense,9004,speak to an assistant,contact_human_agent,5,25.5739,0.9763854146003723,1.0,1.0,1.0,1.0
dense_q_5277,dense,5277,can I check your fucking accepted payment options?,check_payment_methods,5,25.5248,0.8709992170333862,1.0,1.0,1.0,1.0
dense_q_4932,dense,4932,help me check ur available payment options,check_payment_methods,5,23.7773,0.964276909828186,1.0,1.0,1.0,1.0
dense_q_14505,dense,14505,correct information on gold account,edit_account,5,33.1274,0.9854117631912231,1.0,1.0,1.0,1.0
dense_q_10001,dense,10001,"I do not have a freemium account, I try to register",create_account,5,28.7812,0.9457317590713501,1.0,1.0,1.0,1.0
dense_q_20957,dense,20957,help reporting fucking signup problems,registration_problems,5,28.3728,0.9354842901229858,1.0,1.0,1.0,1.0
dense_q_13994,dense,13994,modifying {{Account Type}} account,edit_account,5,40.4464,0.9999999403953552,1.0,1.0,1.0,1.0
dense_q_3471,dense,3471,i do not know how i can see the early exit penalties,check_cancellation_fee,5,26.5038,0.9957612156867981,1.0,1.0,1.0,1.0
dense_q_8164,dense,8164,I want to check at what time customer support available is,contact_customer_service,5,37.689,0.9680436849594116,1.0,1.0,1.0,1.0
dense_q_24800,dense,24800,want assistance switching to the {{Account Type}} account,switch_account,5,17.2768,0.9924357533454895,1.0,1.0,1.0,1.0
dense_q_1660,dense,1660,i do not know how to change a product of order {{Order Number}},change_order,5,36.638,0.9821068048477173,1.0,1.0,1.0,1.0
dense_q_19451,dense,19451,how can I acquire a product?,place_order,5,26.4349,0.9665146470069885,1.0,1.0,1.0,1.0
dense_q_26791,dense,26791,assistance to see the restitution status,track_refund,5,19.4185,0.9803492426872253,1.0,1.0,1.0,1.0
dense_q_11648,dense,11648,what do I have to do to cancel my {{Account Category}} account?,delete_account,5,17.5317,0.9860268235206604,1.0,1.0,1.0,1.0
dense_q_21265,dense,21265,I want assistance to inform of a problem with registrations,registration_problems,5,18.2931,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_4212,dense,4212,wanna find my bills from {{Person Name}} how do i do it,check_invoice,5,29.439,0.9858530163764954,1.0,1.0,1.0,1.0
dense_q_16406,dense,16406,i try to obtain restitutions of money,get_refund,5,30.3741,0.9204691648483276,1.0,1.0,1.0,1.0
dense_q_14333,dense,14333,change info on standard account,edit_account,5,26.6974,0.9913491606712341,1.0,1.0,1.0,1.0
dense_q_18685,dense,18685,i want assistance to notify of errors with online payment,payment_issue,5,18.6016,0.9706138372421265,1.0,1.0,1.0,1.0
dense_q_16180,dense,16180,i want assistance to ask for a reimbursement of money,get_refund,5,28.0584,0.9782316088676453,1.0,1.0,1.0,1.0
dense_q_15670,dense,15670,can you help me downloading my bill #85632?,get_invoice,5,21.0142,0.9555422067642212,1.0,1.0,1.0,1.0
dense_q_18729,dense,18729,errors with online payments,payment_issue,5,21.9048,0.9252936840057373,1.0,1.0,1.0,1.0
dense_q_393,dense,393,I'm trying to cancel order {{Order Number}},cancel_order,5,15.7382,0.9999998807907104,1.0,1.0,1.0,1.0
dense_q_447,dense,447,I can no longer afford order {{Order Number}},cancel_order,5,35.562,1.0000001192092896,1.0,1.0,1.0,1.0
dense_q_20869,dense,20869,where could I retrieve my profile access key?,recover_password,5,27.6557,0.939738392829895,1.0,1.0,1.0,1.0
dense_q_8566,dense,8566,help checking what hours I can call customer assistance,contact_customer_service,5,17.6963,0.981592059135437,1.0,1.0,1.0,1.0
dense_q_7372,dense,7372,help making a customer reclamation against ur company,complaint,5,26.2835,0.9758977890014648,1.0,1.0,1.0,1.0
dense_q_2528,dense,2528,I want assistance to change the address,change_shipping_address,5,23.4656,0.9715097546577454,1.0,1.0,1.0,1.0
dense_q_25594,dense,25594,I try to check purchase {{Order Number}} current status,track_order,5,18.8938,0.9877224564552307,1.0,1.0,1.0,1.0
dense_q_24030,dense,24030,help me use the {{Account Category}} profile,switch_account,5,30.3329,1.0,1.0,1.0,1.0,1.0
dense_q_14969,dense,14969,I don't know what I have to do to download my bill #12588,get_invoice,5,41.314,0.9933785200119019,1.0,1.0,1.0,1.0
dense_q_6393,dense,6393,I try to see in what situations can I ask for reimbursements,check_refund_policy,5,28.1345,0.9676965475082397,1.0,1.0,1.0,1.0
dense_q_14749,dense,14749,updatikng data on platinum account,edit_account,5,19.4503,0.7964160442352295,1.0,1.0,1.0,1.0
dense_q_22706,dense,22706,where do I submit feedback for your products?,review,5,16.99,0.9857128858566284,1.0,1.0,1.0,1.0
dense_q_24849,dense,24849,where do i switch to the gold account,switch_account,5,17.8853,0.9433783888816833,1.0,1.0,1.0,1.0
dense_q_2262,dense,2262,"I entered a wrong delivery address, can you correct it?",change_shipping_address,5,18.2696,0.9425954222679138,1.0,1.0,1.0,1.0
dense_q_12965,dense,12965,I call to check when my delivery is going to arrive,delivery_period,5,16.3715,0.9126996994018555,1.0,1.0,1.0,1.0
dense_q_11680,dense,11680,remove {{Account Category}} accoint,delete_account,5,15.8817,0.9599590301513672,1.0,1.0,1.0,1.0
dense_q_26689,dense,26689,can you show me the rebate current status?,track_refund,5,28.0307,0.9568861722946167,1.0,1.0,1.0,1.0
dense_q_25356,dense,25356,need to check order {{Order Number}} current status how do i do it,track_order,5,27.1234,0.9892958402633667,1.0,1.0,1.0,1.0
dense_q_12641,dense,12641,i dont know what i have to do to see the shipment methods,delivery_options,5,39.18,0.9817394018173218,1.0,1.0,1.0,1.0
dense_q_21412,dense,21412,what do I need to do to notify of an issue with a signup?,registration_problems,5,18.0328,0.9685155153274536,1.0,1.0,1.0,1.0
dense_q_5550,dense,5550,i want help listing the available payment options,check_payment_methods,5,31.2922,0.9951774477958679,1.0,1.0,1.0,1.0
dense_q_709,dense,709,I can no longer pay for order {{Order Number}},cancel_order,5,38.5773,1.0,1.0,1.0,1.0,1.0
